6469_7.txt: { positive score: 11, negative score: 14.0 }, classification: negative, correct: pos
6428_1.txt: { positive score: 8, negative score: 5.25 }, classification: positive, correct: neg
8472_1.txt: { positive score: 4, negative score: 5.25 }, classification: negative, correct: neg
837_4.txt: { positive score: 14, negative score: 15.75 }, classification: negative, correct: neg
3727_4.txt: { positive score: 4, negative score: 1.75 }, classification: positive, correct: neg
9878_1.txt: { positive score: 17, negative score: 26.25 }, classification: negative, correct: neg
11000_1.txt: { positive score: 3, negative score: 8.75 }, classification: negative, correct: neg
4077_2.txt: { positive score: 22, negative score: 36.75 }, classification: negative, correct: neg
2102_3.txt: { positive score: 28, negative score: 45.5 }, classification: negative, correct: neg
7367_2.txt: { positive score: 21, negative score: 36.75 }, classification: negative, correct: neg
10999_2.txt: { positive score: 6, negative score: 8.75 }, classification: negative, correct: neg
7190_4.txt: { positive score: 18, negative score: 17.5 }, classification: positive, correct: neg
6895_1.txt: { positive score: 14, negative score: 26.25 }, classification: negative, correct: neg
5464_1.txt: { positive score: 6, negative score: 14.0 }, classification: negative, correct: neg
12463_1.txt: { positive score: 13, negative score: 19.25 }, classification: negative, correct: neg
6534_1.txt: { positive score: 12, negative score: 17.5 }, classification: negative, correct: neg
467_3.txt: { positive score: 13, negative score: 10.5 }, classification: positive, correct: neg
7552_4.txt: { positive score: 23, negative score: 38.5 }, classification: negative, correct: neg
4126_1.txt: { positive score: 7, negative score: 14.0 }, classification: negative, correct: neg
3535_1.txt: { positive score: 4, negative score: 3.5 }, classification: positive, correct: neg
7797_1.txt: { positive score: 3, negative score: 0 }, classification: positive, correct: neg
8414_3.txt: { positive score: 12, negative score: 14.0 }, classification: negative, correct: neg
3518_3.txt: { positive score: 14, negative score: 19.25 }, classification: negative, correct: neg
6874_1.txt: { positive score: 2, negative score: 8.75 }, classification: negative, correct: neg
12330_1.txt: { positive score: 21, negative score: 31.5 }, classification: negative, correct: neg
10353_2.txt: { positive score: 22, negative score: 31.5 }, classification: negative, correct: neg
7679_2.txt: { positive score: 19, negative score: 31.5 }, classification: negative, correct: neg
3142_3.txt: { positive score: 10, negative score: 21.0 }, classification: negative, correct: neg
1488_4.txt: { positive score: 11, negative score: 3.5 }, classification: positive, correct: neg
8709_2.txt: { positive score: 5, negative score: 0 }, classification: positive, correct: neg
4418_3.txt: { positive score: 1, negative score: 1.75 }, classification: negative, correct: neg
1007_4.txt: { positive score: 11, negative score: 5.25 }, classification: positive, correct: neg
6329_1.txt: { positive score: 4, negative score: 3.5 }, classification: positive, correct: neg
10080_1.txt: { positive score: 1, negative score: 0 }, classification: positive, correct: neg
2583_1.txt: { positive score: 19, negative score: 22.75 }, classification: negative, correct: neg
1528_2.txt: { positive score: 23, negative score: 31.5 }, classification: negative, correct: neg
2365_3.txt: { positive score: 16, negative score: 15.75 }, classification: positive, correct: neg
4338_1.txt: { positive score: 10, negative score: 14.0 }, classification: negative, correct: neg
7970_3.txt: { positive score: 17, negative score: 15.75 }, classification: positive, correct: neg
6418_4.txt: { positive score: 6, negative score: 14.0 }, classification: negative, correct: neg
12181_4.txt: { positive score: 20, negative score: 26.25 }, classification: negative, correct: neg
4214_2.txt: { positive score: 5, negative score: 3.5 }, classification: positive, correct: neg
6584_1.txt: { positive score: 47, negative score: 59.5 }, classification: negative, correct: neg
11435_3.txt: { positive score: 7, negative score: 1.75 }, classification: positive, correct: neg
11166_4.txt: { positive score: 13, negative score: 42.0 }, classification: negative, correct: neg
1694_1.txt: { positive score: 4, negative score: 1.75 }, classification: positive, correct: neg
2146_3.txt: { positive score: 16, negative score: 22.75 }, classification: negative, correct: neg
11659_2.txt: { positive score: 8, negative score: 15.75 }, classification: negative, correct: neg
1689_1.txt: { positive score: 11, negative score: 14.0 }, classification: negative, correct: neg
12147_1.txt: { positive score: 8, negative score: 21.0 }, classification: negative, correct: neg
6763_3.txt: { positive score: 26, negative score: 35.0 }, classification: negative, correct: neg
10822_2.txt: { positive score: 37, negative score: 59.5 }, classification: negative, correct: neg
2267_4.txt: { positive score: 25, negative score: 35.0 }, classification: negative, correct: neg
4118_2.txt: { positive score: 6, negative score: 12.25 }, classification: negative, correct: neg
1238_4.txt: { positive score: 32, negative score: 50.75 }, classification: negative, correct: neg
7989_3.txt: { positive score: 20, negative score: 40.25 }, classification: negative, correct: neg
11354_2.txt: { positive score: 14, negative score: 12.25 }, classification: positive, correct: neg
4999_3.txt: { positive score: 12, negative score: 19.25 }, classification: negative, correct: neg
10469_3.txt: { positive score: 3, negative score: 8.75 }, classification: negative, correct: neg
2859_4.txt: { positive score: 15, negative score: 22.75 }, classification: negative, correct: neg
6708_4.txt: { positive score: 14, negative score: 7.0 }, classification: positive, correct: neg
2913_3.txt: { positive score: 9, negative score: 8.75 }, classification: positive, correct: neg
1044_3.txt: { positive score: 24, negative score: 14.0 }, classification: positive, correct: neg
1119_2.txt: { positive score: 11, negative score: 26.25 }, classification: negative, correct: neg
10898_2.txt: { positive score: 8, negative score: 24.5 }, classification: negative, correct: neg
3666_3.txt: { positive score: 4, negative score: 1.75 }, classification: positive, correct: neg
4719_1.txt: { positive score: 4, negative score: 5.25 }, classification: negative, correct: neg
5888_3.txt: { positive score: 23, negative score: 22.75 }, classification: positive, correct: neg
411_3.txt: { positive score: 19, negative score: 24.5 }, classification: negative, correct: neg
10398_1.txt: { positive score: 11, negative score: 14.0 }, classification: negative, correct: neg
4842_1.txt: { positive score: 3, negative score: 7.0 }, classification: negative, correct: neg
11176_1.txt: { positive score: 15, negative score: 10.5 }, classification: positive, correct: neg
9884_1.txt: { positive score: 8, negative score: 0 }, classification: positive, correct: neg
3243_1.txt: { positive score: 1, negative score: 3.5 }, classification: negative, correct: neg
11638_4.txt: { positive score: 4, negative score: 1.75 }, classification: positive, correct: neg
10467_3.txt: { positive score: 17, negative score: 21.0 }, classification: negative, correct: neg
2531_1.txt: { positive score: 4, negative score: 3.5 }, classification: positive, correct: neg
8351_3.txt: { positive score: 20, negative score: 40.25 }, classification: negative, correct: neg
5602_1.txt: { positive score: 28, negative score: 21.0 }, classification: positive, correct: neg
5851_4.txt: { positive score: 39, negative score: 50.75 }, classification: negative, correct: neg
4899_3.txt: { positive score: 8, negative score: 7.0 }, classification: positive, correct: neg
8539_2.txt: { positive score: 12, negative score: 14.0 }, classification: negative, correct: neg
3778_1.txt: { positive score: 5, negative score: 12.25 }, classification: negative, correct: neg
4187_1.txt: { positive score: 30, negative score: 49.0 }, classification: negative, correct: neg
6183_4.txt: { positive score: 7, negative score: 3.5 }, classification: positive, correct: neg
5817_1.txt: { positive score: 22, negative score: 38.5 }, classification: negative, correct: neg
1480_1.txt: { positive score: 8, negative score: 8.75 }, classification: negative, correct: neg
11261_4.txt: { positive score: 19, negative score: 26.25 }, classification: negative, correct: neg
4624_4.txt: { positive score: 18, negative score: 26.25 }, classification: negative, correct: neg
6537_1.txt: { positive score: 12, negative score: 14.0 }, classification: negative, correct: neg
373_2.txt: { positive score: 9, negative score: 19.25 }, classification: negative, correct: neg
4451_3.txt: { positive score: 19, negative score: 22.75 }, classification: negative, correct: neg
174_2.txt: { positive score: 8, negative score: 21.0 }, classification: negative, correct: neg
157_3.txt: { positive score: 5, negative score: 5.25 }, classification: negative, correct: neg
7118_2.txt: { positive score: 9, negative score: 17.5 }, classification: negative, correct: neg
7050_4.txt: { positive score: 16, negative score: 19.25 }, classification: negative, correct: neg
328_4.txt: { positive score: 19, negative score: 26.25 }, classification: negative, correct: neg
1710_1.txt: { positive score: 9, negative score: 12.25 }, classification: negative, correct: neg
5735_1.txt: { positive score: 17, negative score: 38.5 }, classification: negative, correct: neg
4741_1.txt: { positive score: 1, negative score: 3.5 }, classification: negative, correct: neg
8605_3.txt: { positive score: 20, negative score: 21.0 }, classification: negative, correct: neg
9093_4.txt: { positive score: 5, negative score: 8.75 }, classification: negative, correct: neg
5841_1.txt: { positive score: 15, negative score: 14.0 }, classification: positive, correct: neg
10714_2.txt: { positive score: 4, negative score: 0 }, classification: positive, correct: neg
1793_1.txt: { positive score: 1, negative score: 1.75 }, classification: negative, correct: neg
1990_4.txt: { positive score: 5, negative score: 3.5 }, classification: positive, correct: neg
3391_4.txt: { positive score: 14, negative score: 10.5 }, classification: positive, correct: neg
11368_1.txt: { positive score: 0, negative score: 10.5 }, classification: negative, correct: neg
